id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
9066,2016-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,1
9067,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,49.4,106.55,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,1
9068,2016-05-01,,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
9069,2015-11-01,,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
9070,2018-02-01,2019-12-01,Month-to-month,Yes,Electronic check,79.2,1742.75,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
9071,2014-02-01,,Two year,No,Bank transfer (automatic),86.65,6224.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
9072,2017-01-01,,Month-to-month,Yes,Electronic check,92.95,3415.25,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
9073,2014-03-01,,Two year,No,Electronic check,90.35,6325.25,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
9074,2019-04-01,2019-11-01,Month-to-month,No,Electronic check,48.7,340.25,DSL,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,1
9075,2014-08-01,,Two year,Yes,Credit card (automatic),25.15,1683.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
9076,2015-11-01,,One year,Yes,Bank transfer (automatic),76.4,3966.3,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
9077,2017-08-01,,One year,No,Bank transfer (automatic),19.55,608.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9078,2017-04-01,,Month-to-month,No,Electronic check,85.35,2896.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,0
9079,2014-10-01,,Two year,Yes,Mailed check,24.8,1514.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
9080,2014-09-01,,One year,Yes,Bank transfer (automatic),103.15,6792.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
9081,2016-03-01,,Month-to-month,No,Mailed check,100.75,4669.2,Fiber optic,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,Yes,0
9082,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,95.6,95.6,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,1
9083,2015-10-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,Yes,1
9084,2014-07-01,,Two year,No,Credit card (automatic),94.1,6302.8,Fiber optic,No,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
9085,2016-11-01,,One year,No,Bank transfer (automatic),19.35,779.2,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
9086,2018-12-01,,Month-to-month,No,Mailed check,19.9,283.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
9087,2016-04-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,No,1
9088,2015-06-01,,Month-to-month,Yes,Electronic check,101.05,5594.0,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,Yes,0
9089,2018-12-01,,One year,No,Credit card (automatic),59.1,772.85,DSL,No,No,No,Yes,No,Yes,Female,0,No,No,No,0
9090,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,71.35,71.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
9091,2018-10-01,,One year,Yes,Mailed check,55.85,857.8,DSL,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
9092,2014-04-01,,Month-to-month,Yes,Electronic check,106.05,7554.05,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
9093,2014-02-01,,Two year,Yes,Credit card (automatic),84.1,5981.65,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
9094,2018-03-01,,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
9095,2018-05-01,,Month-to-month,No,Mailed check,24.7,467.15,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
9096,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,20.15,20.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
9097,2019-12-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,1
9098,2017-03-01,2019-11-01,Month-to-month,Yes,Electronic check,93.2,2931.0,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,Yes,1
9099,2018-08-01,2020-01-01,Month-to-month,No,Electronic check,80.85,1400.85,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,No,1
9100,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,33.65,137.85,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,1
9101,2017-02-01,,One year,No,Electronic check,55.8,1941.5,DSL,No,No,Yes,No,No,No,Female,0,No,No,Yes,0
9102,2015-12-01,,Two year,No,Credit card (automatic),39.7,1932.75,DSL,No,Yes,Yes,Yes,No,No,Female,0,No,No,No,0
9103,2016-02-01,,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,DSL,No,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
9104,2015-12-01,,Two year,No,Credit card (automatic),20.15,970.85,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
9105,2014-02-01,,Two year,No,Credit card (automatic),79.55,5810.9,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
9106,2019-04-01,,Month-to-month,No,Credit card (automatic),24.8,223.9,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
9107,2018-08-01,,Month-to-month,No,Mailed check,19.65,391.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9108,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.95,79.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
9109,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,19.3,19.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
9110,2019-05-01,,Month-to-month,Yes,Electronic check,94.05,811.65,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
9111,2019-12-01,,Month-to-month,No,Mailed check,90.75,174.75,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,No,Yes,0
9112,2016-10-01,,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,Fiber optic,No,No,No,Yes,No,No,Female,0,Yes,No,Yes,0
9113,2014-05-01,,One year,No,Bank transfer (automatic),99.5,6841.45,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
9114,2016-09-01,2019-10-01,One year,Yes,Electronic check,99.2,3754.6,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,1
9115,2018-08-01,,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,Fiber optic,No,No,Yes,No,No,No,Male,0,No,Yes,Yes,0
9116,2019-03-01,,Month-to-month,Yes,Electronic check,70.2,834.7,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
9117,2019-03-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,1
9118,2019-09-01,2019-12-01,Month-to-month,No,Electronic check,75.25,242.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
9119,2015-07-01,,One year,No,Credit card (automatic),59.45,3157.0,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
9120,2017-05-01,,Month-to-month,Yes,Electronic check,93.35,3092.0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,0
9121,2016-04-01,,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
9122,2017-04-01,,Two year,No,Bank transfer (automatic),26.1,980.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
9123,2019-11-01,,Month-to-month,No,Electronic check,20.2,65.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9124,2017-08-01,,Two year,No,Mailed check,21.25,711.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9125,2017-05-01,,One year,No,Electronic check,59.4,1952.8,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,Yes,0
9126,2016-05-01,,One year,Yes,Credit card (automatic),95.0,4368.85,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,0
9127,2016-10-01,,Month-to-month,Yes,Mailed check,61.9,2647.1,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,No,0
9128,2014-03-01,,Two year,Yes,Electronic check,118.65,8477.6,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
9129,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,54.35,54.35,DSL,No,No,Yes,No,No,No,Male,0,No,No,Yes,1
9130,2014-02-01,,Two year,No,Bank transfer (automatic),64.45,4528.0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
9131,2018-04-01,,Month-to-month,Yes,Electronic check,80.15,1790.65,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,0
9132,2016-04-01,,One year,Yes,Bank transfer (automatic),20.2,845.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9133,2015-07-01,,Two year,No,Mailed check,21.0,1210.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9134,2019-02-01,,One year,Yes,Mailed check,75.85,854.45,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,0
9135,2017-07-01,,Month-to-month,Yes,Electronic check,80.45,2429.1,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
9136,2019-08-01,2020-01-01,Month-to-month,Yes,Electronic check,24.95,100.4,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,1
9137,2014-07-01,,Two year,Yes,Electronic check,75.5,5229.45,DSL,Yes,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
9138,2020-01-01,,Month-to-month,No,Mailed check,44.45,44.45,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
9139,2016-06-01,2019-10-01,One year,Yes,Electronic check,42.35,1716.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,1
9140,2016-09-01,,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,DSL,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
9141,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,75.3,75.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
9142,2015-08-01,2019-11-01,One year,Yes,Electronic check,94.8,4837.6,Fiber optic,Yes,Yes,No,No,Yes,No,Male,0,No,No,Yes,1
9143,2016-08-01,,Two year,No,Credit card (automatic),48.15,2032.3,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
9144,2018-03-01,,One year,No,Mailed check,19.65,436.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9145,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,70.55,70.55,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
9146,2020-01-01,,Month-to-month,No,Mailed check,20.15,20.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9147,2015-06-01,,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0
9148,2018-11-01,,Month-to-month,Yes,Electronic check,91.0,1430.05,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,Yes,Yes,0
9149,2019-02-01,,Two year,Yes,Bank transfer (automatic),25.4,313.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
9150,2015-08-01,,Two year,No,Bank transfer (automatic),69.95,3871.85,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,No,0
9151,2019-07-01,,Month-to-month,Yes,Electronic check,66.85,458.1,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,No,0
9152,2017-03-01,2019-12-01,Month-to-month,No,Credit card (automatic),86.15,2745.7,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,1
9153,2018-10-01,,Month-to-month,No,Electronic check,20.15,341.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9154,2018-05-01,,One year,No,Mailed check,64.85,1336.8,DSL,Yes,No,Yes,No,No,Yes,Female,0,No,Yes,No,0
9155,2017-08-01,,Two year,No,Electronic check,74.85,2181.75,DSL,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
9156,2019-11-01,,Month-to-month,Yes,Mailed check,50.5,147.75,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
9157,2019-03-01,,Month-to-month,No,Electronic check,72.9,818.45,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,0
9158,2014-12-01,,One year,Yes,Credit card (automatic),115.05,7133.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
9159,2018-08-01,,Month-to-month,No,Electronic check,19.0,348.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
9160,2019-08-01,,Month-to-month,No,Mailed check,19.55,128.6,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
9161,2016-04-01,,One year,Yes,Electronic check,101.1,4674.4,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
9162,2018-05-01,,Month-to-month,Yes,Electronic check,84.1,1737.45,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,0
9163,2014-06-01,,Two year,Yes,Bank transfer (automatic),24.15,1498.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
9164,2020-01-01,,Month-to-month,Yes,Electronic check,50.1,50.1,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,0
9165,2018-01-01,,Month-to-month,Yes,Electronic check,74.6,1797.75,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,No,0
9166,2018-02-01,,Two year,No,Mailed check,19.75,498.1,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
9167,2017-05-01,2019-11-01,Month-to-month,Yes,Electronic check,85.0,2624.25,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,1
9168,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,80.55,184.1,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
9169,2015-11-01,,One year,Yes,Bank transfer (automatic),106.8,5498.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
9170,2015-05-01,,Two year,Yes,Electronic check,84.5,4845.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
9171,2018-11-01,,Two year,No,Bank transfer (automatic),25.05,369.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
9172,2014-02-01,,Two year,Yes,Bank transfer (automatic),83.7,6096.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
9173,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,75.8,160.75,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,1
9174,2017-10-01,,Month-to-month,No,Credit card (automatic),96.6,2684.35,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
9175,2017-05-01,2019-10-01,Month-to-month,Yes,Electronic check,98.5,3004.15,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
9176,2014-04-01,,Two year,Yes,Credit card (automatic),101.1,6994.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
9177,2019-01-01,,One year,No,Mailed check,20.2,273.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9178,2015-03-01,,One year,Yes,Electronic check,94.05,5483.9,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,1,Yes,No,Yes,0
9179,2018-11-01,2019-12-01,Month-to-month,Yes,Electronic check,95.25,1233.65,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,1
9180,2019-06-01,2020-01-01,Month-to-month,Yes,Mailed check,74.4,527.9,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,1
9181,2014-12-01,,Two year,No,Mailed check,81.0,4985.9,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
9182,2018-05-01,,One year,Yes,Electronic check,60.25,1258.35,DSL,Yes,No,Yes,Yes,No,No,Female,0,No,No,No,0
9183,2019-12-01,,Month-to-month,No,Electronic check,60.85,111.4,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,No,0
9184,2020-01-01,,Month-to-month,No,Credit card (automatic),43.95,43.95,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
9185,2019-10-01,,Month-to-month,No,Electronic check,86.05,308.1,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,No,0
9186,2018-07-01,,One year,No,Credit card (automatic),20.25,383.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9187,2017-07-01,2020-01-01,Month-to-month,No,Electronic check,85.15,2555.9,Fiber optic,No,No,No,Yes,Yes,No,Female,0,No,No,No,1
9188,2014-07-01,,Two year,Yes,Credit card (automatic),19.4,1284.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9189,2014-02-01,,Two year,Yes,Credit card (automatic),102.65,7550.3,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,0
9190,2015-09-01,,Two year,No,Credit card (automatic),19.9,1110.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
9191,2019-09-01,,One year,No,Electronic check,19.55,99.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9192,2014-03-01,,Two year,Yes,Credit card (automatic),95.5,6707.15,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,1,Yes,No,No,0
9193,2015-12-01,,One year,Yes,Credit card (automatic),84.15,4164.4,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
9194,2015-06-01,,Two year,Yes,Electronic check,103.2,5873.75,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
9195,2019-12-01,,Month-to-month,Yes,Credit card (automatic),50.2,109.25,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
9196,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,88.55,179.25,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,1
9197,2018-01-01,2020-01-01,Month-to-month,No,Electronic check,54.75,1338.15,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
9198,2016-04-01,,Two year,No,Credit card (automatic),19.95,862.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9199,2014-03-01,,Two year,Yes,Electronic check,116.25,8564.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
9200,2017-09-01,,Month-to-month,Yes,Electronic check,31.2,926.2,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,0
9201,2014-05-01,,Two year,No,Bank transfer (automatic),24.45,1718.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
9202,2014-03-01,,Two year,No,Credit card (automatic),84.2,5956.85,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
9203,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,91.3,91.3,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,1
9204,2015-06-01,,Two year,Yes,Bank transfer (automatic),85.65,4824.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,No,0
9205,2015-06-01,,One year,Yes,Mailed check,21.2,1238.65,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
9206,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.5,79.5,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
9207,2017-10-01,,One year,No,Mailed check,25.55,672.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
9208,2018-07-01,,Month-to-month,No,Mailed check,20.2,382.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9209,2014-08-01,,Month-to-month,No,Electronic check,63.85,4264.6,DSL,No,No,No,Yes,No,Yes,Male,0,Yes,No,Yes,0
9210,2018-09-01,,One year,Yes,Mailed check,61.95,1070.7,DSL,No,No,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0
9211,2015-10-01,,Two year,No,Mailed check,25.75,1345.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
9212,2018-07-01,,One year,No,Electronic check,58.2,1045.25,DSL,No,Yes,No,No,Yes,No,Female,0,No,No,No,0
9213,2017-02-01,,One year,No,Bank transfer (automatic),85.85,3003.55,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
9214,2019-05-01,2019-12-01,Month-to-month,Yes,Mailed check,70.1,467.55,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,1
9215,2014-02-01,,One year,Yes,Credit card (automatic),104.9,7537.5,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
9216,2014-05-01,2019-12-01,One year,Yes,Electronic check,111.3,7482.1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
9217,2017-04-01,,One year,Yes,Electronic check,99.85,3343.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0
9218,2015-03-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,1
9219,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,86.25,587.1,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,No,1
9220,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,100.8,100.8,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
9221,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
9222,2014-05-01,,Two year,No,Electronic check,104.0,7028.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
9223,2015-12-01,,One year,Yes,Mailed check,104.4,5232.9,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
9224,2019-04-01,,One year,No,Mailed check,19.5,225.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
9225,2019-02-01,,Two year,No,Credit card (automatic),25.25,274.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
9226,2018-09-01,2019-11-01,Month-to-month,Yes,Electronic check,86.3,1180.95,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,No,1
9227,2014-04-01,,Two year,Yes,Bank transfer (automatic),49.85,3370.2,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,No,No,0
9228,2014-10-01,,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,0
9229,2014-08-01,,Two year,No,Credit card (automatic),89.9,5958.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
9230,2014-03-01,,Two year,Yes,Credit card (automatic),82.0,5999.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
9231,2018-06-01,,Month-to-month,No,Electronic check,89.95,1648.45,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,No,0
9232,2014-02-01,,Two year,Yes,Bank transfer (automatic),79.35,5753.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,0
9233,2014-03-01,,Two year,No,Credit card (automatic),64.05,4492.9,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
9234,2016-12-01,,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
9235,2017-07-01,2019-11-01,Month-to-month,Yes,Electronic check,89.95,2625.55,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,Yes,1
9236,2018-07-01,2019-12-01,Month-to-month,Yes,Electronic check,76.45,1233.4,Fiber optic,No,Yes,No,No,No,No,Male,1,Yes,No,No,1
9237,2017-05-01,,One year,Yes,Electronic check,39.1,1309.0,DSL,No,Yes,No,No,Yes,No,Male,0,No,No,No,0
9238,2018-03-01,,Two year,No,Mailed check,34.6,813.45,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
9239,2015-04-01,,One year,Yes,Electronic check,19.55,1108.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9240,2014-04-01,,Two year,Yes,Bank transfer (automatic),104.45,7349.35,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
9241,2019-10-01,,Month-to-month,No,Electronic check,70.5,294.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
9242,2016-05-01,,Two year,No,Mailed check,20.35,929.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9243,2019-02-01,2019-12-01,Month-to-month,Yes,Electronic check,70.0,740.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
9244,2017-02-01,,Two year,No,Credit card (automatic),19.45,754.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9245,2015-08-01,,Month-to-month,Yes,Mailed check,69.9,3883.3,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,No,0
9246,2018-03-01,,Two year,No,Mailed check,59.7,1414.2,DSL,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
9247,2016-09-01,,One year,Yes,Credit card (automatic),78.35,3211.2,DSL,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0
9248,2019-09-01,,Month-to-month,Yes,Mailed check,71.45,371.6,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
9249,2017-11-01,,One year,Yes,Credit card (automatic),45.85,1246.4,DSL,No,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,No,0
9250,2020-01-01,,Month-to-month,Yes,Electronic check,95.85,95.85,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,No,0
